bib,fullname,sex,age,category,country_code,club,utmb_index,rank_scratch,rank_sex,rank_cat,race_time,diff_to_first,is_finisher,status,start_time,profile_url,race_time_seconds,total_rest_time,total_rest_time_seconds,n_passings
6,Ben DHIMAN,H,35,35-39M,US,Asics Trail,946,1,1,1,18:16:29,00:00:00,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1409387.ben.dhiman,65789.98,0:09:23,563.24,27
25,Baptiste CHASSAGNE,H,33,20-34M,FR,TEAM ON,926,2,2,1,18:47:38,00:31:09,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1250019.baptiste.chassagne,67658.6,0:14:02,842.4499999999999,27
8,Caleb OLSON,H,31,20-34M,US,All Conditions Racing Department,945,3,3,2,18:48:24,00:31:55,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2574519.caleb.olson,67704.51,0:12:38,758.22,27
101,Virgile MORISET,H,25,20-34M,FR,ASICS TRAIL,879,4,4,3,19:00:23,00:43:54,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/3586861.virgile.moriset,68423.89,0:14:22,861.6569999999999,27
41,Joaquin LOPEZ,H,34,20-34M,EC,Kailas FUGA,912,5,5,4,19:06:48,00:50:19,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/243895.joaquin.lopez,68808.07,0:10:43,642.6600000000001,27
10,Hannes NAMBERGER,H,37,35-39M,DE,Dynafit,941,6,6,2,19:13:51,00:57:22,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1008473.hannes.namberger,69231.76,0:11:09,668.8900000000001,27
73,Gautier BONNECARRERE,H,34,20-34M,FR,La Sportiva,888,7,7,5,19:23:16,01:06:47,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2481427.gautier.bonnecarrere,69796.97,0:12:49,769.47,27
43,Antoine CHARVOLIN,H,29,20-34M,FR,ON trail team,910,8,8,6,19:40:33,01:24:04,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1610627.antoine.charvolin,70833.26,0:09:51,591.12,27
51,Yannick NOËL,H,40,40-44M,FR,Inov8,905,9,9,1,19:51:42,01:35:13,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1312055.yannick.noel,71502.89,0:20:15,1215.1999999999998,27
53,Jean-Philippe TSCHUMI,H,44,40-44M,CH,KAILAS FUGA,905,10,10,2,19:58:24,01:41:55,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/970923.jeanphilippe.tschumi,71904.44,0:10:20,620.43,27
131,Pablo VILLA,H,38,35-39M,ES,adidas,864,11,11,3,20:15:37,01:59:08,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/140937.pablo.villa,72937.94,0:15:53,953.4899999999999,27
31,Drew HOLMEN,H,34,20-34M,US,Nike ACG & The Feed,920,12,12,7,20:24:49,02:08:20,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1030827.drew.holmen,73489.37,0:20:27,1227.1100000000001,27
35,Raul Octaviu BUTACI,H,41,40-44M,RO,Mount to Coast,913,13,13,3,20:26:46,02:10:17,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/669176.rauloctaviu.butaci,73606.05,0:29:51,1790.67,27
85,Andreas RIEDER,H,40,40-44M,AT,BROOKS TRAILRUNNERS,881,14,14,4,20:33:24,02:16:55,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/3034585.andreas.rieder,74004.49,0:23:23,1403.1599999999999,27
117,Cody LIND,H,31,20-34M,US,ADIDAS,869,15,15,8,20:37:25,02:20:56,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2667843.cody.lind,74245.4,0:15:30,929.58,27
255,Jérémy NION,H,39,35-39M,FR,CRRA,832,16,16,4,20:48:28,02:31:59,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1029095.jeremy.nion,74908.7,0:30:38,1838.3,27
119,Kamil LEŚNIAK,H,33,20-34M,PL,Hoka Garmin Team,868,17,17,9,20:56:49,02:40:20,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/107261.kamil.lesniak,75409.86,0:14:54,894.4300000000001,27
121,Aubin FERRARI,H,29,20-34M,FR,ALTRA RUNNING EUROPE,867,18,18,10,20:56:53,02:40:24,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/904167.aubin.ferrari,75413.96,0:20:52,1252.3899999999999,27
127,Andy SYMONDS,H,45,45-49M,GB,SCOTT RUNNING,865,19,19,1,20:59:58,02:43:29,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/5960.andy.symonds,75598.4,0:14:20,859.6600000000001,27
115,Santos Gabriel RUEDA,H,35,35-39M,AR,COLUMBIA,870,20,20,5,21:04:23,02:47:54,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/439618.santosgabriel.rueda,75863.12,0:17:42,1061.61,27
195,Daniel CLAASSEN,H,33,20-34M,ZA,ASICS,833,21,21,11,21:23:44,03:07:15,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2514861.daniel.claassen,77024.29,0:22:59,1379.45,27
137,Theo LE BOUDEC,H,26,20-34M,FR,CIMALP,860,22,22,12,21:27:37,03:11:08,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4197488.theo.leboudec,77257.36,0:18:25,1105.3100000000002,27
77,Baptiste COATANTIEC,H,29,20-34M,FR,Nike ACG,887,23,23,13,21:31:21,03:14:52,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4301813.baptiste.coatantiec,77481.35,0:20:17,1216.754,27
279,Nicolas JACOB,H,32,20-34M,FR,Lyon Athle,812,24,24,14,21:34:01,03:17:32,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4703266.nicolas.jacob,77641.51,0:12:31,750.86,27
109,Ferdinand AIRAULT,H,34,20-34M,FR,T8 x Aravaipa - The Magic Runner,873,25,25,15,21:44:37,03:28:08,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2654475.ferdinand.airault,78277.34,0:23:49,1429.1599999999999,27
15,Blandine L HIRONDEL,F,35,35-39W,FR,Kiprun,807,26,1,1,21:54:49,03:38:20,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1053595.blandine.lhirondel,78889.17,0:21:41,1300.52,27
257,Kevin ROUX,H,36,35-39M,FR,Trail club St Gervais les bains,815,27,26,6,21:59:18,03:42:49,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4189482.kevin.roux,79158.95,0:29:01,1740.8799999999999,27
251,Dimitri SOLTYSIAK,H,37,35-39M,FR,Team Trail Nord Horizon,818,28,27,7,22:04:24,03:47:55,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4451118.dimitri.soltysiak,79464.5,0:37:14,2234.2400000000002,27
165,Tom JOLY,H,35,35-39M,GB,Kailas Fuga,844,29,28,8,22:09:40,03:53:11,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1524473.tom.joly,79780.58,0:24:15,1454.79,27
245,Yoann LECAUCHOIS,H,44,40-44M,FR,NA,833,30,29,5,22:09:50,03:53:21,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/388657.yoann.lecauchois,79790.94,0:25:39,1538.83,27
235,Alexandre BERAUD,H,36,35-39M,FR,Team Merrell France,816,31,30,9,22:13:49,03:57:20,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/427004.alexandre.beraud,80029.54,0:21:35,1294.73,27
34,Rachel ENTREKIN,F,35,35-39W,US,Norda,781,32,2,2,22:15:54,03:59:25,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/234329.rachel.entrekin,80154.93,0:12:33,753.0699999999999,27
78,Emily SCHMITZ,F,45,45-49W,US,HOKA,739,33,3,1,22:17:28,04:00:59,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1929711.emily.schmitz,80248.26,0:19:33,1173.28,27
383,François GUYON,H,37,35-39M,FR,EPA,785,34,31,10,22:25:01,04:08:32,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1021017.francois.guyon,80701.74,0:18:50,1130.1399999999999,27
161,Emmanuel CAUTY,H,33,20-34M,FR,WISE Ultra Running/Run Aventure Lorient,846,35,32,16,22:26:18,04:09:49,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4560814.emmanuel.cauty,80778.64,0:41:13,2473.2799999999997,27
567,Luke NICHOLS,H,38,35-39M,AU,NA,741,36,33,11,22:27:59,04:11:30,TRUE,f,2026-08-28T17:49:00.420Z,https://utmb.world/runner/4919902.luke.nichols,80879.44,0:44:30,2669.84,27
299,Jules GERBER,H,26,20-34M,FR,BTR - Besançon Trail Running,804,37,34,17,22:30:47,04:14:18,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4538690.jules.gerber,81047.21,0:21:56,1316.0300000000002,27
69,Bartosz GORCZYCA,H,35,35-39M,PL,Grupa Luktrans,891,38,35,12,22:37:01,04:20:32,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/354924.bartosz.gorczyca,81421.45,0:25:08,1507.96,27
331,Loan LE ROHELLEC,H,29,20-34M,FR,ESCLOPS D'AZUN,806,39,36,18,22:38:26,04:21:57,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/950055.loan.lerohellec,81506.61,0:27:31,1651.11,27
390,Matthew DUNN,H,39,35-39M,AU,aprc,784,40,37,13,22:39:26,04:22:57,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/3104413.matthew.dunn,81566.18,0:26:26,1585.51,27
544,Clement TRUFFAULT,H,37,35-39M,FR,ASICS/CMBM/EMHM,754,41,38,14,22:44:42,04:28:13,TRUE,f,2026-08-28T17:48:33.540Z,https://utmb.world/runner/110217.clement.truffault,81881.81,0:21:42,1301.6599999999999,27
319,Riccardo PIANESI,H,35,35-39M,IT,SPACE RUNNING ASD,801,42,39,15,22:46:12,04:29:43,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2195185.riccardo.pianesi,81972.18,0:12:42,762.17,27
205,Bastien ENJALBERT,H,29,20-34M,FR,Clermont Sport Endurance,828,43,40,19,22:48:14,04:31:45,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/5275100.bastien.enjalbert,82094.76,0:40:01,2400.67,27
277,Aymeric DAMOUR,H,35,35-39M,FR,ESL Pierre Bénite,816,43,40,16,22:48:14,04:31:45,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1610709.aymeric.damour,82094.31,0:26:05,1564.67,27
373,Arnaud DELÉPINE,H,45,45-49M,FR,NA,786,45,42,2,22:48:16,04:31:47,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/196126.arnaud.delepine,82096.81,0:39:39,2378.5599999999995,27
149,Tommy SULLIVAN,H,33,20-34M,US,CRAFT,857,46,43,20,22:48:45,04:32:16,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4396220.tommy.sullivan,82125.63,0:23:47,1427.36,27
65,Guomin DENG,H,37,35-39M,CN,KOLON SPORT  & SUUNTO,896,47,44,17,22:55:42,04:39:13,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/804475.guomin.deng,82542.33,0:22:26,1346.01,27
213,Paul ZUNINO,H,32,20-34M,FR,NA,827,48,45,21,22:59:23,04:42:54,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/3127995.paul.zunino,82763.16,0:20:12,1211.5,27
399,Sébastien CAPUS,H,37,35-39M,FR,JDK Racing Team,781,49,46,18,23:04:14,04:47:45,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1815055.sebastien.capus,83054.43,0:28:12,1691.63,27
552,Yohan BUGNION,H,35,35-39M,CH,NA,749,50,47,19,23:04:40,04:48:11,TRUE,f,2026-08-28T17:51:29.920Z,https://utmb.world/runner/4957859.yohan.bugnion,83079.4,0:25:00,1499.77,27
48,Careth ARNOLD,F,36,35-39W,US,Altra,766,51,4,3,23:05:20,04:48:51,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4571846.careth.arnold,83120.23,0:17:37,1056.6499999999999,27
395,Arnaud COLLOUD,H,37,35-39M,FR,Mammut - Chablais Mountain Runners,782,52,48,20,23:06:42,04:50:13,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/410687.arnaud.colloud,83202.38,0:44:14,2654.3,27
81,Marcos RAMOS GONZALEZ,H,37,35-39M,ES,ASICS Trail Team,885,53,49,21,23:09:54,04:53:25,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/707262.marcos.ramosgonzalez,83394.14,0:23:19,1399.14,27
259,Jiqian WANG,H,38,35-39M,CN,THE NORTH FACE,815,54,50,22,23:18:02,05:01:33,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1210767.jiqian.wang,83882.55,0:44:18,2658.38,27
273,Jack CHAMBERLAIN,H,36,35-39M,GB,Kailas Fuga,813,55,51,23,23:20:59,05:04:30,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4248936.jack.chamberlain,84059.31,0:21:44,1303.9499999999998,27
44,Jazmine LOWTHER,F,34,20-34W,CA,Arc'teryx,772,56,5,1,23:21:55,05:05:26,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4272257.jazmine.lowther,84115.48,0:33:52,2031.9600000000003,27
50,Katarzyna DOMBROWSKA,F,36,35-39W,PL,On Trail Team,764,57,6,4,23:27:34,05:11:05,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1099697.katarzyna.dombrowska,84454.68,0:39:15,2355.47,27
329,Pablo NADALEZ,H,40,40-44M,AR,Nadalez Team,799,58,52,6,23:35:19,05:18:50,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1929925.pablo.nadalez,84919.88,0:27:27,1647.24,27
349,Mathieu CLÉMENT,H,31,20-34M,CH,Team Asics Trail,792,59,53,22,23:38:08,05:21:39,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/764508.mathieu.clement,85088.18,0:33:49,2028.5200000000002,27
105,Arthur JOYEUX-BOUILLON,H,32,20-34M,FR,ON RUUNING,876,60,54,23,23:38:10,05:21:41,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1440463.arthur.joyeuxbouillon,85090.59,0:28:37,1717.19,27
397,Jose David LUTZARDO BARROSO,H,43,40-44M,ES,Tenerife Outdoor,782,61,55,7,23:41:55,05:25:26,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/11750.josedavid.lutzardobarroso,85315.88,0:48:14,2893.8,27
381,Brieuc LAMY,H,27,20-34M,FR,Adidas / Alltricks / Team Provence Endurance,785,62,56,24,23:43:01,05:26:32,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2693193.brieuc.lamy,85381.25,0:26:46,1605.8,27
17,Lucy BARTHOLOMEW,F,30,20-34W,AU,Salomon,799,63,7,2,23:44:29,05:28:00,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/211181.lucy.bartholomew,85469.54,0:21:51,1310.8199999999997,27
506,Nicolas PINSARD,H,32,20-34M,FR,NA,777,64,57,25,23:46:28,05:29:59,TRUE,f,2026-08-28T17:48:54.690Z,https://utmb.world/runner/4200274.nicolas.pinsard,85587.48,0:30:16,1816.06,27
385,Raphaël DEVANTAY,H,40,40-44M,CH,NA,785,65,58,8,23:47:09,05:30:40,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/3966983.raphael.devantay,85629.21,0:39:23,2363.1200000000003,27
24,Antonina IUSHINA,F,33,20-34W,AN,,791,66,8,3,23:49:58,05:33:29,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1070695.antonina.iushina,85798.55,0:23:59,1438.8700000000001,27
371,Hyacinthe SALMON,H,26,20-34M,FR,NA,787,67,59,26,23:50:40,05:34:11,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1947363.hyacinthe.salmon,85840.03,1:19:28,4767.660000000001,27
389,Renaud DOBY,H,42,40-44M,FR,Pyrénées personal training,784,68,60,9,23:52:05,05:35:36,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/196467.renaud.doby,85925.92,0:34:45,2085.2,27
359,Benoit RIBEIRO,H,38,35-39M,FR,Le gars en rouge,791,69,61,24,23:53:33,05:37:04,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/844448.benoit.ribeiro,86013.78,0:44:37,2677.04,27
533,Song LI,H,36,35-39M,CN,Team VIBRAM,761,70,62,25,23:59:58,05:43:29,TRUE,f,2026-08-28T17:50:07.410Z,https://utmb.world/runner/1621953.song.li,86398.43,0:34:46,2085.77,27
59,Théo DETIENNE,H,27,20-34M,FR,NA,903,71,63,27,24:00:41,05:44:12,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1494315.theo.detienne,86441.92,0:41:18,2477.68,27
72,Anne Cécile THÉVENOT,F,40,40-44W,FR,TEAM MAC SPORT,741,72,9,1,24:02:00,05:45:31,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/644234.annececile.thevenot,86520.33,0:21:51,1311.43,27
361,Maxime BISSON,H,34,20-34M,FR,Fuga Montain Club,790,73,64,28,24:04:25,05:47:56,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/317303.maxime.bisson,86665.01,0:37:33,2253.2599999999998,27
136,Anne-Sofie POLLESTAD,F,41,40-44W,NO,Nordre Ål løpeklubb,710,74,10,2,24:04:56,05:48:27,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4131603.annesofie.pollestad,86696.87,0:20:44,1243.69,27
339,David RYAN,H,41,40-44M,IE,FUGA Mountain Club,792,75,65,10,24:05:37,05:49:08,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4295801.david.ryan,86737.13,0:33:07,1987.17,27
532,Chris MCAULIFFE,H,40,40-44M,AU,Victorian Ultra Runners,761,76,66,11,24:09:31,05:53:02,TRUE,f,2026-08-28T17:49:18.250Z,https://utmb.world/runner/4743286.christopher.mcauliffe,86971.1,0:52:03,3122.96,27
199,Pau CAPELL,H,35,35-39M,ES,THE NORTH FACE,830,77,67,26,24:09:33,05:53:04,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/381419.pau.capell,86973.4,0:29:31,1771.31,27
570,Valentin BRICQUET,H,32,20-34M,FR,A Suarellaise,769,78,68,29,24:16:31,06:00:02,TRUE,f,2026-08-28T17:48:59.550Z,https://utmb.world/runner/1357819.valentin.bricquet,87390.76,0:43:53,2633.15,27
269,Alexandre BOUCHEIX,H,35,35-39M,FR,CASQUETTE VERTE,813,79,69,27,24:17:31,06:01:02,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/758585.alexandre.boucheix,87451.82,0:24:26,1466.24,27
128,Amanda BASHAM,F,37,35-39W,US,"Altra, Buff, Garmin",715,80,11,5,24:18:09,06:01:40,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/610967.amanda.basham,87489.57,0:27:48,1667.9299999999998,27
68,Leah YINGLING,F,35,35-39W,US,lululemon,749,81,12,6,24:18:16,06:01:47,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1041977.leah.yingling,87496.57,0:31:49,1908.72,27
558,Matija MEŠTRIĆ,H,29,20-34M,HR,BK Maraton Novi Marof,744,82,70,30,24:19:14,06:02:45,TRUE,f,2026-08-28T17:50:03.520Z,https://utmb.world/runner/4142876.matija.mestric,87554.46,0:42:59,2579.09,27
353,Bastien GUEGUEN,H,31,20-34M,FR,NA,793,83,71,31,24:19:39,06:03:10,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2528555.bastien.gueguen,87579.15,0:19:28,1168.2,27
355,Tomasz KIK,H,44,40-44M,SK,Mount to Coast,792,84,72,12,24:19:50,06:03:21,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1574529.tomasz.kik,87590.92,0:42:59,2578.66,27
335,Jean-Adrien MICHEL,H,32,20-34M,FR,Run Aventure,797,85,73,32,24:24:29,06:08:00,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1115561.jeanadrien.michel,87869.81,0:37:10,2230.0699999999997,27
201,Alex MOLIN PRADEL,H,27,20-34M,FR,Annecy Athlétisme,828,86,74,33,24:29:46,06:13:17,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4438090.alex.molinpradel,88186.98,1:14:28,4467.860000000001,27
283,Ugo FERRARI,H,34,20-34M,FR,Team Altra Europe,812,87,75,34,24:32:04,06:15:35,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/448424.ugo.ferrari,88324.08,0:30:27,1826.56,27
365,Francesco Claudio GALLO,H,31,20-34M,IT,NA,788,87,75,34,24:32:04,06:15:35,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4515990.francescoclaudio.gallo,88324.26,0:24:19,1459.35,27
578,Stephen ASTIER,H,38,35-39M,FR,TRAIL CLUB OLLIOULES,735,87,75,28,24:32:04,06:15:35,TRUE,f,2026-08-28T17:49:08.600Z,https://utmb.world/runner/4866113.stephen.astier,88324.16,0:37:20,2239.7,27
932,Julien DAUPLAIS,H,34,20-34M,CA,NA,614,87,75,34,24:32:04,06:15:35,TRUE,f,2026-08-28T17:49:03.890Z,https://utmb.world/runner/4184707.julien.dauplais,88323.8,0:37:02,2221.91,27
551,Ulysse HOFFMANN,H,42,40-44M,FR,RUNNING CONSEIL AUBAGNE / LE LIEVRE ET LA TORTUE,750,91,79,13,24:32:52,06:16:23,TRUE,f,2026-08-28T17:48:52.530Z,https://utmb.world/runner/914711.ulysse.hoffmann,88371.83,0:52:42,3162,27
512,Sebastian ENEROS RILLING,H,38,35-39M,CL,NA,774,92,80,29,24:33:45,06:17:16,TRUE,f,2026-08-28T17:49:06.670Z,https://utmb.world/runner/1588485.sebastian.enerosrilling,88424.96,0:34:59,2099.17,27
171,Arnau SEGUÍ MOLL,H,28,20-34M,ES,C.A. Bèrnia,842,93,81,37,24:34:19,06:17:50,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1866039.arnau.seguimoll,88459.83,0:41:41,2501.2799999999997,27
337,Kristian JOERGENSEN,H,42,40-44M,DK,T8,796,94,82,14,24:37:15,06:20:46,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/735298.kristian.joergensen,88635.13,0:51:28,3088.06,27
398,Charly GUERIN,H,36,35-39M,FR,TEAM ASAO,780,95,83,30,24:40:27,06:23:58,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/875325.charly.guerin,88827.2,0:52:04,3124.02,27
555,Nicolas SCHRAPP,H,49,45-49M,FR,Pérols Footing,747,96,84,3,24:42:48,06:26:19,TRUE,f,2026-08-28T17:48:55.630Z,https://utmb.world/runner/816757.nicolas.schrapp,88967.62,0:46:06,2765.84,27
325,Mario MENDOZA JR,H,40,40-44M,US,Team Brooks,800,97,85,15,24:43:02,06:26:33,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/162799.mario.mendozajr,88982.11,0:23:01,1380.75,27
253,Ryan WHELAN,H,40,40-44M,GB,T8,814,98,86,16,24:43:56,06:27:27,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/599327.ryan.whelan,89036.6,0:30:16,1816.44,27
603,Alexandre BECKERS,H,32,20-34M,BE,NA,718,99,87,38,24:46:13,06:29:44,TRUE,f,2026-08-28T17:49:06.960Z,https://utmb.world/runner/6528135.alexandre.beckers,89172.36,0:32:16,1935.54,27
569,Louis DESPRES,H,29,20-34M,FR,Mamie Jo running club,742,100,88,39,24:46:39,06:30:10,TRUE,f,2026-08-28T17:49:00.460Z,https://utmb.world/runner/5320324.louis.despres,89198.63,0:32:06,1926.4,27
402,Dorian LOUVET,H,37,35-39M,FR,Asics,784,101,89,31,24:48:02,06:31:33,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4318794.dorian.louvet,89282.33,0:55:49,3349.42,27
548,Adrian DE LA NOUGEREDE,H,41,40-44M,GB,NA,751,102,90,17,24:48:35,06:32:06,TRUE,f,2026-08-28T17:51:01.650Z,https://utmb.world/runner/2423617.adrian.delanougerede,89315.04,0:25:58,1558.4099999999999,27
247,Andrej VISTICA,H,43,40-44M,HR,Biokovo Running Club,819,103,91,18,24:51:07,06:34:38,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2593285.andrej.vistica,89467.25,1:05:24,3923.62,27
636,Charles CAI,H,32,20-34M,US,NA,702,104,92,40,24:55:58,06:39:29,TRUE,f,2026-08-28T17:49:03.470Z,https://utmb.world/runner/1381179.charles.cai,89757.64,0:31:50,1910.13,27
323,Roberto MASTROTTO,H,39,35-39M,IT,Team La Sportiva,771,105,93,32,24:57:37,06:41:08,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/672897.roberto.mastrotto,89857.38,0:45:18,2717.98,27
179,Nelson SANTOS,H,49,45-49M,PT,Runners do Demo,839,106,94,4,24:59:54,06:43:25,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/1264523.nelson.santos,89994.24,1:24:41,5081.23,27
663,Edouard GODINEAU,H,46,45-49M,FR,Les Voisins Traileurs | Duc Army,692,107,95,5,25:02:40,06:46:11,TRUE,f,2026-08-28T17:48:57.920Z,https://utmb.world/runner/423842.edouard.godineau,90159.14,0:49:46,2986.27,27
229,Ales SEDLAK,H,38,35-39M,CZ,TJ Magla/ROCK POINT,824,108,96,33,25:03:15,06:46:46,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/674350.ales.sedlak,90195.12,0:34:34,2074.25,27
151,Baptiste PETITJEAN,H,31,20-34M,FR,Millet/MounttoCoast ,856,109,97,41,25:05:16,06:48:47,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/4653028.baptiste.petitjean,90316.16,0:41:07,2466.91,27
5,Riley BRADY,F,31,20-34W,US,Nike ACG,826,110,13,4,25:16:54,07:00:25,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/739258.riley.brady,91014.19,0:32:30,1949.51,27
791,Andrew DORAIS,H,46,45-49M,US,NA,652,111,98,6,25:17:01,07:00:32,TRUE,f,2026-08-28T17:48:59.110Z,https://utmb.world/runner/4908533.andrew.dorais,91021.11,0:44:09,2648.72,27
32,Lin CHEN,F,35,35-39W,CN,Adidas TERREX,782,112,14,7,25:21:43,07:05:14,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/2414677.lin.chen,91303.09,0:28:04,1683.74,27
678,Martin SAENZ,H,47,45-49M,EC,Explorer BET,685,113,99,7,25:21:57,07:05:28,TRUE,f,2026-08-28T17:49:06.550Z,https://utmb.world/runner/162665.martin.saenz,91317.14,0:38:53,2332.73,27
538,Jean SEGUELAS,H,30,20-34M,FR,NA,756,114,100,42,25:28:09,07:11:40,TRUE,f,2026-08-28T17:49:23.600Z,https://utmb.world/runner/3801893.jean.seguelas,91689.36,0:59:52,3592.21,27
351,Arnaud LEJEUNE,H,47,45-49M,FR,NA,787,115,101,8,25:32:55,07:16:26,TRUE,f,2026-08-28T17:48:12.000Z,https://utmb.world/runner/7.arnaud.lejeune,91975.48,0:36:29,2188.6000000000004,27
